"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"PB_PR","factor",591,0.0604133545310016,2,NA,NA,456,"Nee",NA,0.352495555154732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_PR_WHOM","factor",377,0.400635930047695,3,NA,NA,295,"0",NA,0.348725453637189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_CR","factor",591,0.0604133545310016,2,NA,NA,298,"Ja",NA,0.499964212195911,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_TR","factor",591,0.0604133545310016,2,NA,NA,525,"Nee",NA,0.198407585869257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_FR","factor",591,0.0604133545310016,2,NA,NA,579,"Nee",NA,0.0397845860496275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_MIX","factor",587,0.0667726550079491,2,NA,NA,549,"Nee",NA,0.121090405695231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_PB","factor",587,0.0667726550079491,2,NA,NA,308,"Nee",NA,0.498779634848173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_toM","factor",587,0.0667726550079491,2,NA,NA,569,"Nee",NA,0.0594481801903248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_toF","factor",587,0.0667726550079491,2,NA,NA,569,"Nee",NA,0.0594481801903248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_toFR","factor",587,0.0667726550079491,2,NA,NA,571,"Nee",NA,0.0530285661217347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_toFAM","factor",587,0.0667726550079491,2,NA,NA,462,"Nee",NA,0.335201367505492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_toSTR","factor",587,0.0667726550079491,2,NA,NA,541,"Nee",NA,0.14444712089596,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_Alt","factor",587,0.0667726550079491,2,NA,NA,581,"Nee",NA,0.0202339734566952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_Emp","factor",587,0.0667726550079491,2,NA,NA,571,"Nee",NA,0.0530285661217347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_Sym","factor",587,0.0667726550079491,2,NA,NA,561,"Nee",NA,0.0846622882499588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_com","factor",587,0.0667726550079491,2,NA,NA,571,"Nee",NA,0.0530285661217347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_coop","factor",587,0.0667726550079491,2,NA,NA,571,"Nee",NA,0.0530285661217347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB_sha","factor",587,0.0667726550079491,2,NA,NA,581,"Nee",NA,0.0202339734566952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M_IV","numeric",392,0.376788553259142,141,7.81015306122449,3.77,3.77,NA,15.6765893837904,NA,0.11,88.34,88.23,4.19674923703421,17.0256269617784,17.7998900242908,36.196186479744,NA,NA
"M_IV_SD","numeric",390,0.379968203497615,104,1.26920512820513,0.61,0.61,NA,1.92930735575785,NA,0.14,9.96,9.82,3.14789309136106,12.738191280471,9.00078447946409,18.2569829404601,NA,NA
"M_DV","numeric",390,0.379968203497615,63,6.01215384615385,3.6,3.6,NA,15.5733918810464,NA,0.42,102.6,102.18,5.84218738721924,23.6408601800949,32.7443262523,66.4178335953998,NA,NA
"M_DV_SD","numeric",380,0.395866454689984,44,0.763236842105263,0.69,0.69,NA,0.802683360362724,NA,0.07,7.26,7.19,4.95368886561907,19.7888007759762,29.6253604854457,59.3257647893688,NA,NA
"R","numeric",517,0.178060413354531,180,0.116056092843327,0.13,0.13,NA,0.181416986019743,NA,-0.34,0.56,0.9,-0.0947760284020379,-0.441156749973135,-0.558558419472793,-1.30244715135028,NA,NA
"R_m_f","numeric",398,0.36724960254372,84,0.417185929648241,0.355,0.355,NA,0.235435799573731,NA,-0.16,0.83,0.99,0.0623888141792884,0.255017831183821,-0.805755600522856,-1.65084585512226,NA,NA
"B","numeric",50,0.920508744038156,33,0.0676,0.025,0.025,NA,0.186684935937859,NA,-0.28,0.77,1.05,1.33986597449498,1.99028989016299,2.69361549295607,2.03473441088673,NA,NA
"P_W","factor",506,0.195548489666137,2,NA,NA,304,"Nee",NA,0.47968254464216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_S","factor",506,0.195548489666137,2,NA,NA,420,"Nee",NA,0.282147822962396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_P","factor",506,0.195548489666137,2,NA,NA,472,"Nee",NA,0.125357371619616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_C","factor",506,0.195548489666137,2,NA,NA,414,"Nee",NA,0.297520661157025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_I","factor",506,0.195548489666137,2,NA,NA,492,"Nee",NA,0.053804933681201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_H","factor",506,0.195548489666137,2,NA,NA,450,"Nee",NA,0.196847318345858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_po","factor",506,0.195548489666137,2,NA,NA,500,"Nee",NA,0.0234342045649831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_ne","factor",506,0.195548489666137,2,NA,NA,490,"Nee",NA,0.0612413879298224,NA,NA,NA,NA,NA,NA,NA,NA,NA
